2.16.124.0/23	204
2.16.126.0/23	204
2.16.128.0/23	230
2.16.130.0/24	230
2.16.131.0/24	199
2.16.132.0/23	198
2.16.134.0/23	198
2.16.136.0/23	204
2.16.138.0/23	230
2.16.140.0/23	191
2.16.142.0/23	230
2.16.144.0/23	221
2.16.146.0/23	191
2.16.148.0/23	230
2.16.150.0/23	195
2.16.152.0/23	230
2.16.154.0/24	230
2.16.155.0/24	201
2.16.156.0/23	230
2.16.158.0/23	199
2.16.160.0/23	228
2.16.162.0/23	199
2.16.164.0/22	230
2.16.168.0/23	230
2.16.170.0/23	198
2.16.172.0/23	198
2.16.174.0/23	230
2.16.176.0/23	230
2.16.178.0/23	190
2.16.180.0/22	230
2.16.184.0/21	230
2.16.192.0/20	230
2.16.208.0/21	230
2.16.216.0/22	198
2.16.220.0/22	190
2.16.224.0/20	230
2.16.240.0/20	198
2.17.0.0/20	201
2.17.16.0/22	201
2.17.20.0/22	198
2.17.24.0/22	199
2.17.28.0/22	130
2.17.32.0/20	201
2.17.48.0/20	130
2.17.64.0/19	201
2.17.96.0/20	191
2.17.112.0/22	191
2.17.116.0/22	230
2.17.120.0/22	230
2.17.124.0/22	191
2.17.128.0/19	230
2.17.160.0/20	230
2.17.176.0/20	199
2.17.192.0/22	199
2.17.196.0/22	314
2.17.200.0/21	230
2.17.208.0/20	198
2.17.224.0/20	201
2.17.240.0/21	230
2.17.248.0/22	230
2.17.252.0/22	198
2.18.0.0/19	230
2.18.32.0/20	199
2.18.48.0/20	198
2.18.64.0/20	199
2.18.80.0/20	190
2.18.96.0/20	204
2.18.112.0/20	230
2.18.128.0/20	204
2.18.144.0/20	230
2.18.160.0/19	230
2.18.192.0/20	230
2.18.208.0/21	230
2.18.216.0/22	230
2.18.220.0/22	204
2.18.224.0/22	230
2.18.228.0/22	204
2.18.232.0/22	230
2.18.236.0/22	198
2.18.240.0/21	230
2.18.248.0/22	230
2.18.252.0/22	201
2.19.0.0/20	221
2.19.16.0/20	191
2.19.32.0/19	230
2.19.64.0/19	230
2.19.96.0/20	201
2.19.112.0/20	220
2.19.128.0/19	230
2.19.160.0/20	195
2.19.176.0/20	201
2.19.192.0/20	230
2.19.208.0/20	201
2.19.224.0/20	230
2.19.240.0/20	198
2.20.0.0/22	221
2.20.4.0/22	191
2.20.8.0/21	230
2.20.16.0/20	230
2.20.32.0/20	230
2.20.48.0/21	230
2.20.56.0/22	230
2.20.60.0/22	198
2.20.64.0/19	230
2.20.96.0/20	230
2.20.112.0/20	198
2.20.128.0/22	230
2.20.132.0/23	230
2.20.134.0/23	204
2.20.136.0/23	130
2.20.138.0/23	230
2.20.140.0/22	230
2.20.144.0/20	199
2.20.160.0/20	230
2.20.176.0/23	230
2.20.178.0/24	204
2.20.179.0/24	195
2.20.180.0/23	198
2.20.182.0/24	213
2.20.183.0/24	199
2.20.184.0/24	198
2.20.185.0/24	195
2.20.186.0/23	198
2.20.188.0/22	230
2.20.192.0/18	230
2.21.0.0/19	198
2.21.32.0/19	204
2.21.64.0/20	218
2.21.80.0/22	218
2.21.84.0/23	218
2.21.86.0/23	230
2.21.88.0/22	213
2.21.92.0/23	213
2.21.94.0/23	201
2.21.96.0/20	213
2.21.112.0/20	201
2.21.128.0/19	230
2.21.160.0/20	230
2.21.176.0/20	198
2.21.192.0/19	230
2.21.224.0/20	230
2.21.240.0/23	201
2.21.242.0/24	201
2.21.243.0/24	201
2.21.244.0/23	204
2.21.246.0/24	213
2.21.247.0/24	198
2.21.248.0/22	204
2.21.252.0/23	204
2.21.254.0/24	230
2.21.255.0/24	201
2.22.0.0/21	230
2.22.8.0/22	230
2.22.12.0/22	199
2.22.16.0/22	199
2.22.20.0/22	204
2.22.24.0/21	230
2.22.32.0/20	230
2.22.48.0/23	204
2.22.50.0/23	230
2.22.52.0/24	206
2.22.53.0/24	230
2.22.54.0/24	230
2.22.55.0/24	202
2.22.56.0/22	204
2.22.60.0/24	220
2.22.61.0/24	230
2.22.62.0/24	173
2.22.63.0/24	230
2.22.64.0/20	230
2.22.80.0/20	199
2.22.96.0/19	199
2.22.128.0/19	199
2.22.160.0/19	204
2.22.192.0/19	204
2.22.224.0/23	204
2.22.226.0/24	204
2.22.227.0/24	199
2.22.228.0/23	230
2.22.230.0/23	195
2.22.232.0/24	195
2.22.233.0/24	167
2.22.234.0/23	230
2.22.236.0/22	230
2.22.240.0/22	230
2.22.244.0/23	230
2.22.246.0/23	199
2.22.248.0/22	230
2.22.252.0/23	199
2.22.254.0/23	204
2.23.0.0/20	230
2.23.16.0/21	230
2.23.24.0/22	230
2.23.28.0/22	199
2.23.32.0/19	230
2.23.64.0/19	230
2.23.96.0/20	230
2.23.112.0/20	190
2.23.128.0/19	230
2.23.160.0/20	230
2.23.176.0/20	198
2.23.192.0/21	230
2.23.200.0/22	230
2.23.204.0/22	199
2.23.208.0/20	230
2.23.224.0/19	230
2.24.0.0/13	199
2.32.0.0/12	191
2.48.0.0/14	173
2.52.0.0/14	167
2.56.0.0/14	226
2.60.0.0/14	228
2.64.0.0/13	220
2.72.0.0/13	156
2.80.0.0/14	196
2.84.0.0/14	190
2.88.0.0/14	169
2.92.0.0/14	228
2.96.0.0/16	199
2.97.0.0/16	199
2.98.0.0/15	199
2.100.0.0/14	199
2.104.0.0/13	218
2.112.0.0/13	191
2.120.0.0/14	199
2.124.0.0/15	199
2.126.0.0/18	199
2.126.64.0/20	199
2.126.80.0/22	199
2.126.84.0/23	199
2.126.86.0/24	199
2.126.87.0/24	199
2.126.88.0/21	199
2.126.96.0/19	199
2.126.128.0/17	199
2.127.0.0/16	199
2.128.0.0/14	218
2.132.0.0/14	156
2.136.0.0/13	195
2.144.0.0/14	163
2.148.0.0/14	219
2.152.0.0/14	195
2.156.0.0/14	191
2.160.0.0/12	198
2.176.0.0/12	163
2.192.0.0/13	191
2.200.0.0/13	198
2.208.0.0/13	198
2.216.0.0/14	199
2.220.0.0/16	199
2.221.0.0/17	199
2.221.128.0/18	199
2.221.192.0/18	199
2.222.0.0/15	199
2.224.0.0/12	191
2.240.0.0/13	198
2.248.0.0/13	220
3.0.0.0/13	314
3.8.0.0/15	314
3.10.0.0/20	314
3.10.16.0/22	314
3.10.20.0/24	315
3.10.21.0/24	314
3.10.22.0/23	314
3.10.24.0/21	314
3.10.32.0/19	314
3.10.64.0/18	314
3.10.128.0/17	314
3.11.0.0/16	314
3.12.0.0/14	314
3.16.0.0/14	314
3.20.0.0/16	314
3.21.0.0/17	314
3.21.128.0/18	314
3.21.192.0/19	314
3.21.224.0/20	314
3.21.240.0/21	314
3.21.248.0/22	314
3.21.252.0/23	314
3.21.254.0/24	315
3.21.255.0/24	314
3.22.0.0/15	314
3.24.0.0/13	314
3.32.0.0/11	314
3.64.0.0/10	314
3.128.0.0/9	314
4.0.0.0/15	314
4.2.0.0/23	314
4.2.2.0/24	314
4.2.3.0/24	314
4.2.4.0/22	314
4.2.8.0/21	314
4.2.16.0/20	314
4.2.32.0/19	314
4.2.64.0/18	314
4.2.128.0/17	314
4.3.0.0/16	314
4.4.0.0/14	314
4.8.0.0/13	314
4.16.0.0/13	314
4.24.0.0/14	314
4.28.0.0/20	314
4.28.16.0/22	314
4.28.20.0/24	314
4.28.21.0/24	314
4.28.22.0/23	314
4.28.24.0/21	314
4.28.32.0/19	314
4.28.64.0/22	314
4.28.68.0/23	314
4.28.70.0/23	314
4.28.72.0/21	314
4.28.80.0/21	314
4.28.88.0/22	314
4.28.92.0/24	314
4.28.93.0/24	314
4.28.94.0/23	314
4.28.96.0/19	314
4.28.128.0/23	314
4.28.130.0/24	314
4.28.131.0/24	314
4.28.132.0/22	314
4.28.136.0/21	314
4.28.144.0/20	314
4.28.160.0/23	314
4.28.162.0/24	314
4.28.163.0/24	314
4.28.164.0/22	314
4.28.168.0/21	314
4.28.176.0/22	314
4.28.180.0/24	314
4.28.181.0/24	314
4.28.182.0/23	314
4.28.184.0/21	314
4.28.192.0/18	314
4.29.0.0/16	314
4.30.0.0/17	314
4.30.128.0/19	314
4.30.160.0/21	314
4.30.168.0/23	314
4.30.170.0/24	314
4.30.171.0/24	314
4.30.172.0/22	314
4.30.176.0/20	314
4.30.192.0/19	314
4.30.224.0/21	314
4.30.232.0/23	314
4.30.234.0/23	314
4.30.236.0/22	314
4.30.240.0/20	314
4.31.0.0/21	314
4.31.8.0/23	314
4.31.10.0/24	314
4.31.11.0/24	314
4.31.12.0/22	314
4.31.16.0/21	314
4.31.24.0/22	314
4.31.28.0/23	314
4.31.30.0/24	314
4.31.31.0/24	314
4.31.32.0/19	314
4.31.64.0/19	314
4.31.96.0/23	314
4.31.98.0/23	314
4.31.100.0/22	314
4.31.104.0/24	314
4.31.105.0/24	314
4.31.106.0/23	314
4.31.108.0/22	314
4.31.112.0/20	314
4.31.128.0/24	314
4.31.129.0/24	314
4.31.130.0/23	314
4.31.132.0/22	314
4.31.136.0/21	314
4.31.144.0/20	314
4.31.160.0/19	314
4.31.192.0/18	314
4.32.0.0/15	314
4.34.0.0/21	314
4.34.8.0/22	314
4.34.12.0/23	314
4.34.14.0/23	314
4.34.16.0/20	314
4.34.32.0/21	314
4.34.40.0/22	314
4.34.44.0/23	314
4.34.46.0/24	314
4.34.47.0/24	314
4.34.48.0/20	314
4.34.64.0/19	314
4.34.96.0/22	314
4.34.100.0/24	314
4.34.101.0/24	314
4.34.102.0/23	314
4.34.104.0/21	314
4.34.112.0/20	314
4.34.128.0/17	314
4.35.0.0/20	314
4.35.16.0/22	314
4.35.20.0/24	314
4.35.21.0/24	314
4.35.22.0/23	314
4.35.24.0/21	314
4.35.32.0/19	314
4.35.64.0/18	314
4.35.128.0/17	314
4.36.0.0/14	314
4.40.0.0/13	314
4.48.0.0/14	314
4.52.0.0/16	314
4.53.0.0/18	314
4.53.64.0/21	314
4.53.72.0/22	314
4.53.76.0/23	314
4.53.78.0/23	314
4.53.80.0/20	314
4.53.96.0/20	314
4.53.112.0/23	314
4.53.114.0/23	314
4.53.116.0/23	314
4.53.118.0/23	314
4.53.120.0/23	314
4.53.122.0/24	314
4.53.123.0/24	314
4.53.124.0/22	314
4.53.128.0/20	314
4.53.144.0/22	314
4.53.148.0/23	314
4.53.150.0/24	314
4.53.151.0/24	314
4.53.152.0/22	314
4.53.156.0/23	314
4.53.158.0/24	314
4.53.159.0/25	314
4.53.159.128/28	314
